transaction_id,product_id,gender,generation,promo_item_yn,product_group,line_item_amount,period,price_evalution
1813,76,F,Middle aged,"N",Food,3.5,Evening,Cheap
1819,24,F,Senior,"N",Beverages,6.0,Morning,Average
1827,60,F,Senior,"N",Beverages,7.5,Evening,Average
1828,50,N,Young,"N",Beverages,5.0,Evening,Average
1829,24,M,Senior,"N",Beverages,3.0,Evening,Cheap
1833,34,F,Senior,"N",Beverages,4.9,Evening,Average
1835,26,M,Young,"N",Beverages,3.0,Evening,Cheap
1839,25,F,Young,"N",Beverages,2.2,Morning,Cheap
1850,24,M,Middle aged,"N",Beverages,3.0,Evening,Cheap
1851,27,F,Senior,"N",Beverages,3.5,Evening,Cheap
1851,71,F,Senior,"N",Food,3.75,Evening,Cheap
1857,76,F,Young,"N",Food,3.5,Evening,Cheap
1864,30,M,Middle aged,"N",Beverages,6.0,Morning,Average
1867,36,M,Middle aged,"N",Beverages,3.75,Evening,Cheap
1869,44,N,Young,"N",Beverages,2.5,Morning,Cheap
1879,61,F,Middle aged,"N",Beverages,9.5,Evening,Expensive
1889,38,N,Young,"N",Beverages,3.75,Evening,Cheap
1895,23,F,Young,"N",Beverages,5.0,Evening,Average
1896,39,F,Young,"N",Beverages,8.5,Morning,Expensive
1906,53,F,Senior,"N",Beverages,6.0,Evening,Average
1926,60,F,Senior,"N",Beverages,3.75,Morning,Cheap
1929,31,F,Senior,"N",Beverages,4.4,Morning,Average
1940,55,N,Young,"N",Beverages,4.0,Evening,Cheap
1944,54,F,Young,"N",Beverages,5.0,Evening,Average
1944,78,F,Young,"N",Food,4.5,Evening,Average
1946,50,M,Young,"N",Beverages,5.0,Evening,Average
1947,55,N,Young,"N",Beverages,8.0,Evening,Average
1947,74,N,Young,"N",Food,3.5,Evening,Cheap
1954,26,F,Senior,"N",Beverages,6.0,Morning,Average
1955,57,F,Young,"N",Beverages,3.1,Evening,Cheap
1959,36,F,Middle aged,"N",Beverages,3.75,Evening,Cheap
1990,56,M,Senior,"N",Beverages,2.55,Evening,Cheap
1991,42,N,Young,"N",Beverages,5.0,Evening,Average
2003,25,N,Young,"N",Beverages,4.4,Morning,Average
2007,24,N,Young,"N",Beverages,6.0,Evening,Average
2008,61,M,Senior,"N",Beverages,4.75,Evening,Average
2014,35,F,Middle aged,"N",Beverages,6.2,Morning,Average
2015,39,F,Middle aged,"N",Beverages,4.25,Evening,Average
2021,44,F,Young,"N",Beverages,5.0,Morning,Average
2022,26,M,Senior,"N",Beverages,3.0,Evening,Cheap
2026,51,F,Middle aged,"N",Beverages,3.0,Evening,Cheap
2035,29,F,Middle aged,"N",Beverages,5.0,Morning,Average
2042,31,M,Senior,"N",Beverages,2.2,Morning,Cheap
2043,40,M,Young,"N",Beverages,7.5,Evening,Average
2050,59,N,Middle aged,"N",Beverages,9.0,Evening,Expensive
2055,29,M,Young,"N",Beverages,5.0,Morning,Average
2065,42,F,Middle aged,"N",Beverages,2.5,Morning,Cheap
2067,54,F,Middle aged,"N",Beverages,5.0,Morning,Average
2073,33,M,Senior,"N",Beverages,3.5,Morning,Cheap
2084,24,F,Middle aged,"N",Beverages,3.0,Evening,Cheap
2084,79,F,Middle aged,"N",Food,3.75,Evening,Cheap
2093,35,M,Senior,"N",Beverages,6.2,Morning,Average
2106,30,F,Young,"N",Beverages,3.0,Evening,Cheap
2108,50,F,Senior,"N",Beverages,5.0,Morning,Average
2111,27,M,Senior,"N",Beverages,7.0,Morning,Average
2120,33,M,Middle aged,"N",Beverages,7.0,Morning,Average
2133,46,N,Young,"N",Beverages,5.0,Evening,Average
2148,26,F,Middle aged,"N",Beverages,3.0,Evening,Cheap
2148,79,F,Middle aged,"N",Food,3.75,Evening,Cheap
2156,55,F,Young,"N",Beverages,4.0,Evening,Cheap
2157,58,F,Senior,"N",Beverages,3.5,Evening,Cheap
2186,49,F,Senior,"N",Beverages,3.0,Morning,Cheap
2198,58,M,Senior,"N",Beverages,7.0,Morning,Average
2208,47,M,Young,"N",Beverages,3.0,Evening,Cheap
2226,50,M,Middle aged,"N",Beverages,2.5,Evening,Cheap
2228,52,N,Middle aged,"N",Beverages,2.5,Evening,Cheap
2232,87,F,Middle aged,"N",Beverages,6.0,Evening,Average
2235,47,F,Young,"N",Beverages,3.0,Morning,Cheap
2237,28,F,Senior,"N",Beverages,2.0,Morning,Cheap
2239,53,M,Young,"N",Beverages,3.0,Morning,Cheap
2248,50,F,Middle aged,"N",Beverages,5.0,Evening,Average
2249,60,F,Senior,"N",Beverages,7.5,Evening,Average
2256,87,N,Young,"N",Beverages,6.0,Evening,Average
2262,35,N,Young,"N",Beverages,6.2,Evening,Average
2273,58,F,Young,"N",Beverages,7.0,Morning,Average
2276,52,F,Young,"N",Beverages,2.5,Evening,Cheap
2279,27,M,Middle aged,"N",Beverages,3.5,Evening,Cheap
2279,79,M,Middle aged,"N",Food,3.75,Evening,Cheap
2282,58,F,Young,"N",Beverages,7.0,Evening,Average
2283,29,F,Young,"N",Beverages,5.0,Evening,Average
2295,87,M,Senior,"N",Beverages,3.0,Evening,Cheap
2298,55,N,Young,"N",Beverages,4.0,Morning,Cheap
2299,31,N,Young,"N",Beverages,2.2,Morning,Cheap
2310,28,N,Young,"N",Beverages,4.0,Evening,Cheap
2331,60,F,Middle aged,"N",Beverages,3.75,Evening,Cheap
2332,47,M,Middle aged,"N",Beverages,3.0,Evening,Cheap
2332,70,M,Middle aged,"N",Food,3.25,Evening,Cheap
2334,42,N,Young,"N",Beverages,5.0,Evening,Average
2338,48,M,Senior,"N",Beverages,5.0,Morning,Average
2340,38,M,Senior,"N",Beverages,3.75,Morning,Cheap
2346,34,M,Middle aged,"N",Beverages,2.45,Evening,Cheap
2360,60,M,Senior,"N",Beverages,3.75,Morning,Cheap
2360,78,M,Senior,"N",Food,4.5,Morning,Average
2361,37,F,Middle aged,"N",Beverages,6.0,Evening,Average
2363,50,F,Senior,"N",Beverages,2.5,Evening,Cheap
2363,74,F,Senior,"N",Food,3.5,Evening,Cheap
2367,34,F,Senior,"N",Beverages,2.45,Evening,Cheap
2379,22,N,Young,"N",Beverages,4.0,Evening,Cheap
2382,33,F,Middle aged,"N",Beverages,3.5,Evening,Cheap
2382,73,F,Middle aged,"N",Food,3.75,Evening,Cheap
2389,27,F,Senior,"N",Beverages,7.0,Evening,Average
2392,42,N,Young,"N",Beverages,5.0,Evening,Average
2392,76,N,Young,"N",Food,3.5,Evening,Cheap
2401,52,N,Young,"N",Beverages,2.5,Morning,Cheap
2410,35,N,Young,"N",Beverages,3.1,Evening,Cheap
2412,26,F,Senior,"N",Beverages,6.0,Evening,Average
2417,29,M,Young,"N",Beverages,5.0,Evening,Average
2422,23,N,Young,"N",Beverages,2.5,Evening,Cheap
2425,47,M,Senior,"N",Beverages,3.0,Morning,Cheap
2437,45,F,Senior,"N",Beverages,6.0,Morning,Average
2458,27,F,Middle aged,"N",Beverages,7.0,Evening,Average
2460,50,N,Young,"N",Beverages,5.0,Evening,Average
2477,41,M,Senior,"N",Beverages,4.25,Morning,Average
2487,41,F,Senior,"N",Beverages,8.5,Evening,Expensive
2492,30,F,Middle aged,"N",Beverages,3.0,Evening,Cheap
2511,23,F,Middle aged,"N",Beverages,2.5,Evening,Cheap
2512,24,F,Young,"N",Beverages,3.0,Morning,Cheap
2518,31,M,Young,"N",Beverages,4.4,Evening,Average
2519,33,F,Young,"N",Beverages,7.0,Evening,Average
2526,46,F,Middle aged,"N",Beverages,2.5,Evening,Cheap
2530,35,M,Senior,"N",Beverages,6.2,Evening,Average
2533,52,F,Middle aged,"N",Beverages,2.5,Evening,Cheap
2541,44,F,Middle aged,"N",Beverages,5.0,Evening,Average
2552,33,N,Young,"N",Beverages,3.5,Evening,Cheap
2561,87,F,Middle aged,"N",Beverages,3.0,Evening,Cheap
2563,31,M,Young,"N",Beverages,2.2,Evening,Cheap
2566,58,M,Young,"N",Beverages,3.5,Evening,Cheap
2567,42,M,Senior,"N",Beverages,5.0,Morning,Average
2576,45,F,Senior,"N",Beverages,6.0,Morning,Average
2576,74,F,Senior,"N",Food,3.5,Morning,Cheap
2577,25,F,Middle aged,"N",Beverages,4.4,Evening,Average
2580,51,N,Young,"N",Beverages,6.0,Morning,Average
2582,56,F,Young,"N",Beverages,2.55,Morning,Cheap
2585,47,F,Senior,"N",Beverages,3.0,Evening,Cheap
2594,46,F,Senior,"N",Beverages,5.0,Evening,Average
2608,34,F,Senior,"N",Beverages,4.9,Morning,Average
2616,60,M,Middle aged,"N",Beverages,3.75,Evening,Cheap
2628,54,F,Middle aged,"N",Beverages,5.0,Evening,Average
2644,33,M,Young,"N",Beverages,7.0,Evening,Average
2647,38,M,Middle aged,"N",Beverages,3.75,Evening,Cheap
2653,41,M,Young,"N",Beverages,8.5,Evening,Expensive
2655,57,M,Middle aged,"N",Beverages,3.1,Evening,Cheap
2662,61,F,Middle aged,"N",Beverages,4.75,Evening,Average
2667,25,N,Middle aged,"N",Beverages,2.2,Morning,Cheap
2674,38,N,Young,"N",Beverages,7.5,Morning,Average
2675,44,F,Middle aged,"N",Beverages,2.5,Morning,Cheap
2682,37,N,Young,"N",Beverages,3.0,Morning,Cheap
2683,47,M,Middle aged,"N",Beverages,6.0,Evening,Average
2684,52,M,Middle aged,"N",Beverages,2.5,Morning,Cheap
2691,43,M,Young,"N",Beverages,3.0,Morning,Cheap
2702,87,N,Young,"N",Beverages,3.0,Morning,Cheap
2716,49,F,Senior,"N",Beverages,3.0,Evening,Cheap
2730,49,M,Senior,"N",Beverages,3.0,Evening,Cheap
2750,46,M,Middle aged,"N",Beverages,2.5,Morning,Cheap
2754,32,M,Middle aged,"N",Beverages,3.0,Evening,Cheap
2761,87,F,Senior,"N",Beverages,3.0,Evening,Cheap
2763,57,F,Senior,"N",Beverages,3.1,Evening,Cheap
2764,26,M,Senior,"N",Beverages,6.0,Evening,Average
2766,33,F,Senior,"N",Beverages,3.5,Morning,Cheap
2786,45,F,Middle aged,"N",Beverages,3.0,Evening,Cheap
2800,57,M,Young,"N",Beverages,3.1,Morning,Cheap
2803,46,M,Senior,"N",Beverages,5.0,Evening,Average
2805,59,M,Middle aged,"N",Beverages,4.5,Evening,Average
2811,27,M,Senior,"N",Beverages,7.0,Morning,Average
2816,60,N,Young,"N",Beverages,7.5,Evening,Average
2824,28,F,Senior,"N",Beverages,2.0,Morning,Cheap
2825,53,M,Middle aged,"N",Beverages,3.0,Evening,Cheap
2826,36,M,Middle aged,"N",Beverages,7.5,Morning,Average
2836,26,F,Young,"N",Beverages,6.0,Evening,Average
2850,45,N,Young,"N",Beverages,6.0,Evening,Average
2851,31,F,Middle aged,"N",Beverages,2.2,Evening,Cheap
2855,52,F,Middle aged,"N",Beverages,5.0,Morning,Average
2856,27,F,Senior,"N",Beverages,3.5,Morning,Cheap
1,56,M,Middle aged,"N",Beverages,2.55,Evening,Cheap
3,49,M,Young,"N",Beverages,6.0,Evening,Average
6,37,F,Senior,"N",Beverages,6.0,Evening,Average
8,45,F,Middle aged,"N",Beverages,3.0,Evening,Cheap
9,54,F,Middle aged,"N",Beverages,5.0,Morning,Average
15,35,N,Senior,"N",Beverages,6.2,Evening,Average
17,45,F,Young,"N",Beverages,3.0,Morning,Cheap
17,70,F,Young,"N",Food,3.25,Morning,Cheap
23,30,F,Senior,"N",Beverages,6.0,Evening,Average
29,42,F,Middle aged,"N",Beverages,5.0,Evening,Average
31,26,N,Senior,"N",Beverages,6.0,Evening,Average
40,47,F,Middle aged,"N",Beverages,6.0,Evening,Average
47,39,M,Senior,"N",Beverages,4.25,Evening,Average
51,29,N,Middle aged,"N",Beverages,2.5,Evening,Cheap
51,72,N,Middle aged,"N",Food,3.25,Evening,Cheap
60,22,N,Senior,"N",Beverages,4.0,Morning,Cheap
61,29,F,Middle aged,"N",Beverages,5.0,Evening,Average
63,57,F,Senior,"N",Beverages,6.2,Morning,Average
64,79,F,Middle aged,"N",Food,3.75,Evening,Cheap
65,25,N,Senior,"N",Beverages,4.4,Evening,Average
66,22,F,Middle aged,"N",Beverages,2.0,Evening,Cheap
70,26,F,Senior,"N",Beverages,3.0,Morning,Cheap
71,35,F,Senior,"N",Beverages,6.2,Evening,Average
71,78,F,Senior,"N",Food,4.5,Evening,Average
72,59,F,Senior,"N",Beverages,9.0,Evening,Expensive
73,30,F,Senior,"N",Beverages,3.0,Evening,Cheap
99,33,M,Young,"N",Beverages,3.5,Morning,Cheap
100,34,M,Senior,"N",Beverages,4.9,Evening,Average
109,49,N,Middle aged,"N",Beverages,6.0,Evening,Average
111,35,M,Senior,"N",Beverages,3.1,Evening,Cheap
113,38,M,Senior,"N",Beverages,7.5,Evening,Average
118,56,F,Senior,"N",Beverages,2.55,Morning,Cheap
118,69,F,Senior,"N",Food,3.25,Morning,Cheap
118,76,F,Senior,"N",Food,3.5,Morning,Cheap
126,59,M,Middle aged,"N",Beverages,9.0,Evening,Expensive
131,26,M,Young,"N",Beverages,3.0,Evening,Cheap
142,49,M,Senior,"N",Beverages,3.0,Evening,Cheap
146,33,N,Senior,"N",Beverages,3.5,Evening,Cheap
153,27,M,Senior,"N",Beverages,3.5,Evening,Cheap
157,51,F,Young,"N",Beverages,6.0,Evening,Average
157,78,F,Young,"N",Food,4.5,Evening,Average
167,61,F,Senior,"N",Beverages,4.75,Evening,Average
169,58,N,Young,"N",Beverages,3.5,Morning,Cheap
169,73,N,Young,"N",Food,3.75,Morning,Cheap
182,23,M,Young,"N",Beverages,2.5,Evening,Cheap
182,78,M,Young,"N",Food,4.5,Evening,Average
189,45,M,Senior,"N",Beverages,6.0,Evening,Average
192,39,M,Middle aged,"N",Beverages,4.25,Morning,Average
209,53,F,Senior,"N",Beverages,6.0,Evening,Average
214,34,F,Middle aged,"N",Beverages,4.9,Evening,Average
216,58,M,Middle aged,"N",Beverages,7.0,Evening,Average
216,71,M,Middle aged,"N",Food,3.75,Evening,Cheap
218,49,M,Middle aged,"N",Beverages,3.0,Evening,Cheap
220,45,F,Senior,"N",Beverages,3.0,Evening,Cheap
225,30,M,Middle aged,"N",Beverages,6.0,Morning,Average
228,47,N,Senior,"N",Beverages,6.0,Evening,Average
229,29,F,Young,"N",Beverages,2.5,Evening,Cheap
236,50,M,Middle aged,"N",Beverages,5.0,Evening,Average
237,23,N,Middle aged,"N",Beverages,2.5,Evening,Cheap
240,31,M,Senior,"N",Beverages,2.2,Evening,Cheap
244,54,F,Middle aged,"N",Beverages,2.5,Evening,Cheap
245,45,M,Young,"N",Beverages,6.0,Evening,Average
246,27,F,Young,"N",Beverages,7.0,Evening,Average
257,46,F,Middle aged,"N",Beverages,2.5,Evening,Cheap
275,50,F,Young,"N",Beverages,5.0,Evening,Average
278,58,F,Young,"N",Beverages,7.0,Evening,Average
279,48,F,Middle aged,"N",Beverages,2.5,Evening,Cheap
279,70,F,Middle aged,"N",Food,3.25,Evening,Cheap
280,37,N,Senior,"N",Beverages,3.0,Evening,Cheap
285,52,F,Senior,"N",Beverages,5.0,Evening,Average
289,49,F,Senior,"N",Beverages,3.0,Evening,Cheap
293,35,F,Middle aged,"N",Beverages,6.2,Evening,Average
294,33,M,Middle aged,"N",Beverages,7.0,Evening,Average
295,23,M,Senior,"N",Beverages,5.0,Evening,Average
302,39,F,Senior,"N",Beverages,4.25,Evening,Average
303,24,F,Senior,"N",Beverages,3.0,Evening,Cheap
305,28,F,Middle aged,"N",Beverages,2.0,Morning,Cheap
310,25,F,Middle aged,"N",Beverages,2.2,Evening,Cheap
338,42,F,Young,"N",Beverages,5.0,Evening,Average
343,39,M,Senior,"N",Beverages,8.5,Evening,Expensive
345,35,F,Young,"N",Beverages,3.1,Evening,Cheap
350,49,M,Senior,"N",Beverages,3.0,Evening,Cheap
350,72,M,Senior,"N",Food,3.25,Evening,Cheap
351,56,F,Middle aged,"N",Beverages,2.55,Evening,Cheap
358,42,M,Young,"N",Beverages,2.5,Evening,Cheap
359,37,F,Senior,"N",Beverages,3.0,Evening,Cheap
359,78,F,Senior,"N",Food,4.5,Evening,Average
367,22,M,Senior,"N",Beverages,4.0,Evening,Cheap
371,36,N,Young,"N",Beverages,3.75,Morning,Cheap
372,35,F,Middle aged,"N",Beverages,6.2,Morning,Average
382,42,N,Senior,"N",Beverages,5.0,Evening,Average
383,41,F,Senior,"N",Beverages,4.25,Evening,Average
388,35,M,Young,"N",Beverages,3.1,Morning,Cheap
397,27,F,Senior,"N",Beverages,7.0,Evening,Average
402,28,M,Middle aged,"N",Beverages,2.0,Evening,Cheap
403,39,N,Senior,"N",Beverages,8.5,Evening,Expensive
408,29,M,Middle aged,"N",Beverages,5.0,Evening,Average
431,31,M,Senior,"N",Beverages,4.4,Evening,Average
437,58,F,Young,"N",Beverages,3.5,Morning,Cheap
439,60,F,Middle aged,"N",Beverages,3.75,Morning,Cheap
452,28,F,Middle aged,"N",Beverages,4.0,Evening,Cheap
468,35,F,Senior,"N",Beverages,6.2,Evening,Average
478,46,F,Middle aged,"N",Beverages,2.5,Evening,Cheap
479,35,F,Senior,"N",Beverages,3.1,Evening,Cheap
484,54,F,Young,"N",Beverages,2.5,Evening,Cheap
484,79,F,Young,"N",Food,3.75,Evening,Cheap
486,29,N,Middle aged,"N",Beverages,5.0,Morning,Average
493,52,M,Middle aged,"N",Beverages,5.0,Evening,Average
505,31,F,Young,"N",Beverages,4.4,Evening,Average
512,34,F,Senior,"N",Beverages,2.45,Evening,Cheap
519,58,F,Young,"N",Beverages,3.5,Evening,Cheap
521,35,M,Young,"N",Beverages,6.2,Evening,Average
521,77,M,Young,"N",Food,3.0,Evening,Cheap
524,36,N,Middle aged,"N",Beverages,3.75,Evening,Cheap
531,38,N,Middle aged,"N",Beverages,3.75,Evening,Cheap
535,53,N,Middle aged,"N",Beverages,3.0,Evening,Cheap
549,50,F,Senior,"N",Beverages,2.5,Evening,Cheap
556,25,N,Senior,"N",Beverages,2.2,Evening,Cheap
557,61,M,Young,"N",Beverages,4.75,Evening,Average
559,51,M,Middle aged,"N",Beverages,6.0,Evening,Average
567,46,M,Young,"N",Beverages,5.0,Evening,Average
568,37,F,Senior,"N",Beverages,6.0,Evening,Average
572,41,N,Young,"N",Beverages,4.25,Evening,Average
583,45,M,Middle aged,"N",Beverages,3.0,Evening,Cheap
589,27,F,Senior,"N",Beverages,7.0,Evening,Average
589,76,F,Senior,"N",Food,3.5,Evening,Cheap
595,44,N,Middle aged,"N",Beverages,5.0,Evening,Average
596,56,M,Middle aged,"N",Beverages,2.55,Evening,Cheap
597,30,M,Young,"N",Beverages,3.0,Evening,Cheap
597,76,M,Young,"N",Food,3.5,Evening,Cheap
603,59,M,Senior,"N",Beverages,4.5,Evening,Average
604,58,F,Senior,"N",Beverages,3.5,Evening,Cheap
605,53,M,Middle aged,"N",Beverages,3.0,Evening,Cheap
605,79,M,Middle aged,"N",Food,3.75,Evening,Cheap
609,25,N,Middle aged,"N",Beverages,4.4,Evening,Average
612,29,F,Middle aged,"N",Beverages,2.5,Evening,Cheap
614,32,M,Middle aged,"N",Beverages,3.0,Evening,Cheap
614,71,M,Middle aged,"N",Food,3.75,Evening,Cheap
622,26,N,Middle aged,"N",Beverages,3.0,Evening,Cheap
624,40,F,Middle aged,"N",Beverages,7.5,Evening,Average
624,77,F,Middle aged,"N",Food,3.0,Evening,Cheap
627,49,M,Senior,"N",Beverages,3.0,Evening,Cheap
631,39,F,Young,"N",Beverages,8.5,Evening,Expensive
637,25,F,Middle aged,"N",Beverages,2.2,Evening,Cheap
638,26,F,Senior,"N",Beverages,6.0,Evening,Average
639,49,M,Young,"N",Beverages,3.0,Evening,Cheap
639,79,M,Young,"N",Food,3.75,Evening,Cheap
642,60,M,Middle aged,"N",Beverages,7.5,Evening,Average
649,60,M,Middle aged,"N",Beverages,7.5,Evening,Average
657,24,F,Senior,"N",Beverages,3.0,Evening,Cheap
664,36,M,Middle aged,"N",Beverages,3.75,Evening,Cheap
664,72,M,Middle aged,"N",Food,3.25,Evening,Cheap
666,41,M,Senior,"N",Beverages,4.25,Evening,Average
674,26,F,Middle aged,"N",Beverages,6.0,Evening,Average
681,58,F,Senior,"N",Beverages,3.5,Morning,Cheap
683,45,F,Middle aged,"N",Beverages,3.0,Evening,Cheap
687,51,F,Young,"N",Beverages,3.0,Morning,Cheap
688,44,M,Senior,"N",Beverages,2.5,Evening,Cheap
695,39,M,Senior,"N",Beverages,4.25,Evening,Average
697,37,N,Middle aged,"N",Beverages,6.0,Evening,Average
698,52,N,Senior,"N",Beverages,2.5,Evening,Cheap
702,51,N,Senior,"N",Beverages,3.0,Evening,Cheap
705,60,F,Middle aged,"N",Beverages,7.5,Evening,Average
708,50,M,Senior,"N",Beverages,2.5,Evening,Cheap
708,71,M,Senior,"N",Food,3.75,Evening,Cheap
710,29,F,Young,"N",Beverages,2.5,Morning,Cheap
710,72,F,Young,"N",Food,3.25,Morning,Cheap
712,59,N,Middle aged,"N",Beverages,4.5,Evening,Average
714,69,M,Senior,"N",Food,3.25,Evening,Cheap
715,47,N,Senior,"N",Beverages,3.0,Evening,Cheap
720,50,M,Young,"N",Beverages,5.0,Evening,Average
721,28,F,Senior,"N",Beverages,2.0,Evening,Cheap
734,52,M,Senior,"N",Beverages,2.5,Evening,Cheap
734,76,M,Senior,"N",Food,3.5,Evening,Cheap
736,60,M,Middle aged,"N",Beverages,3.75,Evening,Cheap
738,43,M,Middle aged,"N",Beverages,6.0,Evening,Average
744,43,F,Middle aged,"N",Beverages,3.0,Evening,Cheap
744,70,F,Middle aged,"N",Food,3.25,Evening,Cheap
752,31,M,Young,"N",Beverages,2.2,Morning,Cheap
760,32,M,Middle aged,"N",Beverages,6.0,Evening,Average
760,75,M,Middle aged,"N",Food,3.5,Evening,Cheap
772,46,F,Senior,"N",Beverages,5.0,Evening,Average
775,41,F,Middle aged,"N",Beverages,8.5,Evening,Expensive
805,52,N,Senior,"N",Beverages,2.5,Evening,Cheap
816,37,F,Middle aged,"N",Beverages,3.0,Evening,Cheap
829,33,F,Young,"N",Beverages,3.5,Evening,Cheap
832,46,F,Young,"N",Beverages,5.0,Evening,Average
841,51,N,Middle aged,"N",Beverages,6.0,Evening,Average
843,51,N,Senior,"N",Beverages,3.0,Evening,Cheap
843,74,N,Senior,"N",Food,3.5,Evening,Cheap
846,31,F,Young,"N",Beverages,2.2,Evening,Cheap
853,28,F,Young,"N",Beverages,4.0,Evening,Cheap
853,77,F,Young,"N",Food,3.0,Evening,Cheap
857,29,N,Senior,"N",Beverages,5.0,Evening,Average
866,31,F,Young,"N",Beverages,2.2,Evening,Cheap
874,54,M,Middle aged,"N",Beverages,5.0,Evening,Average
874,70,M,Middle aged,"N",Food,3.25,Evening,Cheap
877,43,F,Middle aged,"N",Beverages,6.0,Evening,Average
878,57,M,Senior,"N",Beverages,3.1,Evening,Cheap
885,49,F,Middle aged,"N",Beverages,6.0,Evening,Average
903,34,F,Middle aged,"N",Beverages,2.45,Morning,Cheap
905,31,F,Young,"N",Beverages,4.4,Evening,Average
908,60,F,Young,"N",Beverages,7.5,Evening,Average
911,57,M,Senior,"N",Beverages,3.1,Evening,Cheap
912,54,M,Middle aged,"N",Beverages,2.5,Evening,Cheap
920,55,M,Senior,"N",Beverages,8.0,Evening,Average
920,77,M,Senior,"N",Food,3.0,Evening,Cheap
922,59,N,Middle aged,"N",Beverages,9.0,Evening,Expensive
947,27,M,Senior,"N",Beverages,3.5,Evening,Cheap
950,41,M,Senior,"N",Beverages,8.5,Evening,Expensive
952,46,F,Senior,"N",Beverages,5.0,Evening,Average
959,26,F,Senior,"N",Beverages,3.0,Evening,Cheap
963,34,N,Middle aged,"N",Beverages,4.9,Evening,Average
971,46,M,Senior,"N",Beverages,2.5,Evening,Cheap
979,61,F,Middle aged,"N",Beverages,9.5,Evening,Expensive
986,59,N,Middle aged,"N",Beverages,9.0,Evening,Expensive
987,34,M,Senior,"N",Beverages,2.45,Evening,Cheap
990,50,N,Senior,"N",Beverages,2.5,Evening,Cheap
990,74,N,Senior,"N",Food,3.5,Evening,Cheap
998,53,M,Middle aged,"N",Beverages,6.0,Evening,Average
998,79,M,Middle aged,"N",Food,3.75,Evening,Cheap
1006,53,F,Middle aged,"N",Beverages,6.0,Evening,Average
1007,60,F,Senior,"N",Beverages,7.5,Evening,Average
1009,56,M,Senior,"N",Beverages,2.55,Morning,Cheap
1019,60,M,Middle aged,"N",Beverages,7.5,Evening,Average
1019,71,M,Middle aged,"N",Food,3.75,Evening,Cheap
1027,44,M,Middle aged,"N",Beverages,2.5,Evening,Cheap
1027,75,M,Middle aged,"N",Food,3.5,Evening,Cheap
1028,52,M,Senior,"N",Beverages,5.0,Evening,Average
1028,71,M,Senior,"N",Food,3.75,Evening,Cheap
1030,33,F,Senior,"N",Beverages,3.5,Evening,Cheap
1034,49,M,Middle aged,"N",Beverages,3.0,Evening,Cheap
1034,74,M,Middle aged,"N",Food,3.5,Evening,Cheap
1037,29,M,Senior,"N",Beverages,5.0,Evening,Average
1043,60,M,Middle aged,"N",Beverages,3.75,Evening,Cheap
1048,35,F,Young,"N",Beverages,3.1,Evening,Cheap
1059,48,F,Senior,"N",Beverages,5.0,Evening,Average
1060,61,F,Young,"N",Beverages,9.5,Evening,Expensive
1061,43,N,Young,"N",Beverages,3.0,Evening,Cheap
1073,41,M,Senior,"N",Beverages,8.5,Evening,Expensive
1077,22,F,Senior,"N",Beverages,2.0,Morning,Cheap
1079,55,M,Senior,"N",Beverages,8.0,Evening,Average
1084,32,M,Young,"N",Beverages,3.0,Evening,Cheap
1085,51,F,Young,"N",Beverages,6.0,Evening,Average
1090,37,M,Senior,"N",Beverages,6.0,Evening,Average
1104,48,M,Senior,"N",Beverages,5.0,Evening,Average
1107,49,M,Senior,"N",Beverages,3.0,Evening,Cheap
1121,32,F,Middle aged,"N",Beverages,6.0,Evening,Average
1124,32,F,Senior,"N",Beverages,3.0,Evening,Cheap
1124,77,F,Senior,"N",Food,3.0,Evening,Cheap
1126,52,F,Young,"N",Beverages,5.0,Evening,Average
1135,60,F,Middle aged,"N",Beverages,3.75,Evening,Cheap
1144,57,M,Middle aged,"N",Beverages,6.2,Evening,Average
1144,72,M,Middle aged,"N",Food,3.25,Evening,Cheap
1148,29,F,Middle aged,"N",Beverages,5.0,Evening,Average
1152,33,M,Middle aged,"N",Beverages,3.5,Evening,Cheap
1153,52,F,Young,"N",Beverages,2.5,Evening,Cheap
1154,61,N,Middle aged,"N",Beverages,9.5,Evening,Expensive
1158,55,N,Middle aged,"N",Beverages,8.0,Evening,Average
1161,54,M,Middle aged,"N",Beverages,5.0,Evening,Average
1166,58,N,Senior,"N",Beverages,7.0,Evening,Average
1188,23,M,Senior,"N",Beverages,5.0,Evening,Average
1203,31,F,Senior,"N",Beverages,2.2,Morning,Cheap
1211,39,F,Middle aged,"N",Beverages,4.25,Evening,Average
1217,53,F,Senior,"N",Beverages,3.0,Evening,Cheap
1220,46,F,Middle aged,"N",Beverages,5.0,Evening,Average
1223,45,F,Middle aged,"N",Beverages,6.0,Evening,Average
1223,76,F,Middle aged,"N",Food,3.5,Evening,Cheap
1228,57,M,Middle aged,"N",Beverages,3.1,Evening,Cheap
1242,55,F,Senior,"N",Beverages,8.0,Evening,Average
1245,33,N,Senior,"N",Beverages,3.5,Evening,Cheap
1246,44,F,Middle aged,"N",Beverages,5.0,Evening,Average
1246,69,F,Middle aged,"N",Food,3.25,Evening,Cheap
1249,23,F,Senior,"N",Beverages,2.5,Morning,Cheap
1252,53,M,Young,"N",Beverages,3.0,Evening,Cheap
1255,36,F,Middle aged,"N",Beverages,3.75,Evening,Cheap
1255,70,F,Middle aged,"N",Food,3.25,Evening,Cheap
1274,46,F,Senior,"N",Beverages,2.5,Evening,Cheap
